id,age_of_acquisition,word,concept
1,17.44,cassava,CASSAVA [925]
2,16.75,calabash,CALABASH [3918]
3,16,goiter,GOITER [1957]
4,15.83,turbid,TURBID [537]
5,15.29,persimmon,PERSIMMON [2044]
6,15.23,brackish,BRACKISH [70]
7,15,turmeric,TURMERIC [2842]
8,14.86,tamarind,TAMARIND [35]
9,14.71,annatto,ACHIOTE [349]
10,14.59,dowry,DOWRY [3168]
11,14.57,agave,AGAVE [3989]
12,14.56,infringe,INFRINGE [555]
13,14.53,mangrove,MANGROVE [350]
14,14.5,kapok,KAPOK TREE [2499]
15,14.5,ruminate,RUMINATE [3680]
16,14.44,scrotum,SCROTUM [2834]
17,14.33,nettle,NETTLE [33]
18,14.22,cormorant,CORMORANT [840]
19,14.2,beget,BEGET [1152]
20,14.2,taro,TARO [351]
21,14.13,estuary,ESTUARY [2286]
22,14.12,mosque,MOSQUE [1603]
23,14.08,lariat,LASSO [340]
24,14.08,millet,MILLET [931]
25,14.07,pyre,PYRE [2832]
26,14,ridgepole,RIDGEPOLE [280]
27,14,thresh,THRESH [285]
28,14,fodder,FODDER [3046]
29,14,clitoris,CLITORIS [3257]
30,13.95,coagulate,CONGEAL (BLOOD) [2395]
31,13.94,conjunctivitis,CONJUNCTIVITIS [3026]
32,13.92,sorghum,SORGHUM [347]
33,13.91,marmot,MARMOT [3719]
34,13.89,astringent,ASTRINGENT [3837]
35,13.88,coriander,CORIANDER [3241]
36,13.67,goanna,MONITOR LIZARD [3017]
37,13.64,larch,LARCH [116]
38,13.607018,braise,STEAM (VERB) [2067]
39,13.59,lotus,LOTUS [2359]
40,13.57,rattan,RATTAN [2497]
41,13.47,insolent,INSOLENT [91]
42,13.42,bandicoot,BANDICOOT [3012]
43,13.33,contemptible,CONTEMPTIBLE [1]
44,13.29,breadfruit,BREADFRUIT [2371]
45,13.22,acquit,ACQUIT [988]
46,13.21,abortion,ABORTION [3866]
47,13.2,congee,CONGEE [2049]
48,13.2,defecate,SHIT (DEFECATE) [676]
49,13.191395,bellows,BELLOWS [3658]
50,13.11,vulva,VULVA [1837]
51,13.11,obstinate,OBSTINATE [1842]
52,13.074168,hither,HITHER (HERE TO) [2925]
53,13.06,artery,ARTERY [1925]
54,13.06,prawn,PRAWNS [238]
55,13.06,lentil,LENTILS [3330]
56,13,furrow,FURROW [1794]
57,13,pestle,PESTLE [225]
58,13,headwaters,HEADWATERS [2672]
59,13,deity,DEITY [3231]
60,13,plait,PLAIT [333]
61,13,copulate,COPULATE [549]
62,12.95,abstain,ABSTAIN FROM FOOD [303]
63,12.94,hemp,HEMP [2041]
64,12.88,cuttlefish,CUTTLEFISH [2814]
65,12.84,pancreas,PANCREAS [3252]
66,12.8,whetstone,WHETSTONE [295]
67,12.8,plantain,PLANTAIN [399]
68,12.8,excreta,EXCRETA [47]
69,12.78,perjury,PERJURY [1792]
70,12.73,kingfisher,KINGFISHER [2444]
71,12.72,larynx,LARYNX [3714]
72,12.71,peccary,PECCARY [2390]
73,12.68,ulcer,ULCER [1189]
74,12.67,menstruate,MENSTRUATE [2827]
75,12.65,convey,CONVEY (A MESSAGE) [2898]
76,12.61,okra,OKRA [1737]
77,12.6,gelding,GELDING [2566]
78,12.5,condemn,CONDEMN [484]
79,12.47,buckeye,CHESTNUT TREE [1009]
80,12.47,plunder,PLUNDER [3670]
81,12.445405,flax,FLAX [3315]
82,12.44,contempt,CONTEMPT [3844]
83,12.43,castrate,GELD [29]
84,12.41,opium,OPIUM [2498]
85,12.41,bovine,BOVINE [3044]
86,12.39,cultivate,CULTIVATE [1541]
87,12.39,guava,GUAVA [3981]
88,12.38,despise,DESPISE [2715]
89,12.37,semen,SEMEN [2283]
90,12.36,wallaby,WALLABY [165]
91,12.36,sieve,SIEVE (TOOL) [3353]
92,12.33,plaintiff,PLAINTIFF [2020]
93,12.33,malaria,MALARIA [3059]
94,12.28,petrol,PETROL [2344]
95,12.27,wok,WOK [2056]
96,12.26,perspire,SWEAT (PERSPIRE) [126]
97,12.26,suffice,SUFFICE [3475]
98,12.26,ovary,OVARY [3716]
99,12.25,carcass,CARCASS [1770]
100,12.25,shaman,SHAMAN (FOLK HEALER) [394]
101,12.22,surname,SURNAME [3426]
102,12.22,glutton,GLUTTON [533]
103,12.22,adobe,ADOBE [901]
104,12.19,flail,FLAIL [3057]
105,12.17,spherical,SPHERICAL (ROUND IN THREE DIMENSIONS) [2303]
106,12.17,jackal,JACKAL [3313]
107,12.16,marrow,MARROW [1835]
108,12.11,circumcision,CIRCUMCISION [393]
109,12.11,dilute,DILUTE [550]
110,12.11,excrement,FAECES (EXCREMENT) [675]
111,12.07,resin,RESIN [664]
112,12.06,caribou,REINDEER [1876]
113,12.06,crested,ADORNED [2496]
114,12.06,pike,PIKE (FISH) [2967]
115,12.06,placenta,PLACENTA [3388]
116,12.05,omen,OMEN [107]
117,12.05,dispute,DISPUTE [3956]
118,12,scabies,SCABIES [3172]
119,12,instep,INSTEP [3736]
120,11.94,precipice,PRECIPICE [618]
121,11.9,threshold,THRESHOLD [1727]
122,11.9,mortar,MORTAR [224]
123,11.89,capon,CAPON [2567]
124,11.89,veranda,PORCH [3269]
125,11.87,obscure,OBSCURE [1764]
126,11.87,scythe,SCYTHE [20]
127,11.84,genitalia,GENITALIA [198]
128,11.84,adultery,ADULTERY [902]
129,11.83,fatigue,FATIGUE [1140]
130,11.83,sparse,SPARSE [207]
131,11.82,shrew,SHREW [3676]
132,11.8,moor,MOORLAND [2962]
133,11.78,prostitute,PROSTITUTE [1610]
134,11.78,diligent,DILIGENT [2077]
135,11.73,uvula,UVULA [2293]
136,11.72,palate,PALATE [540]
137,11.69,beech,BEECH [1950]
138,11.688758,paddy,PADDY FIELD [140]
139,11.68,leprosy,LEPROSY [3624]
140,11.67,bile,BILE [1780]
141,11.65,offspring,CHILD (DESCENDANT) [1801]
142,11.64,albatross,ALBATROSS [3796]
143,11.63,mainland,MAINLAND [166]
144,11.63,subtle,KEEN OR SUBTLE [2232]
145,11.63,lair,LAIR [2949]
146,11.6,gruel,GRUEL [1167]
147,11.6,soybean,SOYA [2027]
148,11.6,testicle,TESTICLES [797]
149,11.57,vulgar,VULGAR [1080]
150,11.57,singe,SINGE [3698]
151,11.56,rum,RUM [2833]
152,11.54,cicada,CICADA [2353]
153,11.53,amulet,AMULET [2804]
154,11.5,dialect,DIALECT [2815]
155,11.47,grindstone,GRINDSTONE [2459]
156,11.47,hostility,HOSTILITY [3955]
157,11.44,concept,CONCEPT [3966]
158,11.44,fathom,FATHOM [81]
159,11.42,defendant,DEFENDANT [1034]
160,11.42,carp,CARP (FISH) [2685]
161,11.41,outrigger,OUTRIGGER [416]
162,11.39,oath,OATH [1712]
163,11.38,granary,GRANARY [3657]
164,11.38,freeman,FREEMAN [384]
165,11.38,mead,MEAD [941]
166,11.37,conjure,CONJURE [2222]
167,11.37,sorcerer,SORCERER [823]
168,11.35,spleen,SPLEEN [1744]
169,11.35,sickle,SICKLE [341]
170,11.33,mould,MOULD [1166]
171,11.33,civet,CIVET [3157]
172,11.32,yearling,YEARLING (HORSE) [3329]
173,11.31,wombat,WOMBAT [2841]
174,11.29,dingo,DINGO [2460]
175,11.28,passionate,PASSIONATE [1880]
176,11.28,assassin,MURDERER [3871]
177,11.27,phlegm,PHLEGM [3061]
178,11.26,compound,COMPOUND [483]
179,11.25,spawn,SPAWN (VERB) [2227]
180,11.23,tapir,TAPIR [312]
181,11.22,aflame,BURNING [1428]
182,11.2,arson,ARSON [1889]
183,11.17,anus,ANUS [1935]
184,11.17,pomegranate,POMEGRANATE [3732]
185,11.15,method,METHOD [3971]
186,11.14,sperm,SPERM [1505]
187,11.11,strait,STRAIT [1661]
188,11.11,quantity,COUNT (QUANTITY) [2945]
189,11.11,petroleum,PETROLEUM [650]
190,11.1,hinder,HINDER [554]
191,11.091966,hence,FROM HERE [2927]
192,11.06,loin,LOIN [187]
193,11.05,dung,DUNG (ANIMAL FAECES) [2057]
194,11.05,ledge,LEDGE [2204]
195,11.05,clan,CLAN [302]
196,11.05,mourning,MOURNING [3673]
197,11.05,quiver,QUIVER (FOR ARROWS) [995]
198,11,pubes,PUBIC HAIR [36]
199,11,interpreter,INTERPRETER [3744]
200,11,surpass,SURPASS [402]
201,11,convict,CONVICT [983]
202,10.95,diminish,DIMINISH [1184]
203,10.95,deceit,DECEIT [13]
204,10.95,perish,DIE (FROM ACCIDENT) [2865]
205,10.94,affair,AFFAIR [2214]
206,10.94,obstruct,BLOCK (THE WAY) [2762]
207,10.93,sheath,SHEATH [3424]
208,10.9,massage,MASSAGE (SOMEBODY) [3119]
209,10.89,midwife,MIDWIFE [3859]
210,10.89,blowgun,BLOWGUN [432]
211,10.85,axle,AXLE [1769]
212,10.84,cunning,CUNNING [2335]
213,10.84,papaya,PAPAYA [2445]
214,10.84,spruce,SPRUCE [545]
215,10.84,sober,SOBER [69]
216,10.836198,birch,BIRCH [1855]
217,10.836198,pelt,PELT [3232]
218,10.81,conceal,HIDE (CONCEAL) [602]
219,10.79,anvil,ANVIL [1648]
220,10.79,persuade,PERSUADE [3645]
221,10.79,splendor,SPLENDOR [3964]
222,10.78,bladder,BLADDER [1746]
223,10.78,headgear,HEADGEAR [2130]
224,10.78,dwell,"DWELL (LIVE, RESIDE) [363]"
225,10.78,chigger,CHIGGOE (JIGGER FLEA) [438]
226,10.76,lavish,LAVISH [222]
227,10.75,accompany,ACCOMPANY [1542]
228,10.75,awl,AWL [278]
229,10.75,breastbone,BREASTBONE [2810]
230,10.75,banyan,BANYAN [346]
231,10.740285,ware,WARE [2957]
232,10.74,dandruff,DANDRUFF [576]
233,10.74,rafter,RAFTER [829]
234,10.74,rape,RAPE [953]
235,10.72,university,UNIVERSITY [2435]
236,10.72,spindle,SPINDLE [277]
237,10.72,thatch,THATCH [279]
238,10.72,barter,BARTER [370]
239,10.71,smallpox,SMALLPOX [1054]
240,10.71,cookhouse,COOKHOUSE [334]
241,10.71,depression,DEPRESSION [3877]
242,10.7,torture,TORTURE [1952]
243,10.7,keen,KEEN [39]
244,10.7,process,PROCESS [3970]
245,10.7,incisor,FRONT TOOTH (INCISOR) [442]
246,10.7,endure,ENDURE [833]
247,10.68,snare,SNARE (TRAP) [3320]
248,10.67,tether,TIE UP (TETHER) [2891]
249,10.67,crossbow,CROSSBOW [3193]
250,10.67,transparent,TRANSPARENT [3754]
251,10.67,noble,NOBLE [482]
252,10.67,ascend,GO UP (ASCEND) [705]
253,10.65,gourd,GOURD [411]
254,10.633715,marsh,MARSH [3688]
255,10.63,virgin,VIRGIN [2298]
256,10.61,bewitch,BEWITCH [118]
257,10.61,ravine,RAVINE [1930]
258,10.591087,sulphur,SULPHUR [3386]
259,10.59,mast,MAST [184]
260,10.58,logic,LOGIC [2429]
261,10.56,mountainous,MOUNTAINOUS [3755]
262,10.56,manatee,AMAZONIAN MANATEE [3995]
263,10.55,fishnet,FISHNET [388]
264,10.53,nape,NAPE (OF NECK) [1347]
265,10.53,chisel,CHISEL [1979]
266,10.53,lynx,LYNX [3314]
267,10.53,retreat,RETREAT [421]
268,10.53,misfortune,BAD LUCK [56]
269,10.516488,mason,MASON [877]
270,10.5,broad,BROAD [2531]
271,10.5,sturgeon,STURGEON [3606]
272,10.5,whirlwind,WHIRLWIND [3740]
273,10.5,ember,EMBERS [67]
274,10.47,magpie,MAGPIE [2039]
275,10.47,brood,BROOD (VERB) [2075]
276,10.45,bastard,BASTARD [1947]
277,10.45,incense,INCENSE [3356]
278,10.44,debt,DEBT [1914]
279,10.42,rite,RITE [3334]
280,10.39,rudder,RUDDER [108]
281,10.39,conceive,CONCEIVE [1087]
282,10.39,menstruation,MENSTRUATION [766]
283,10.37,gnaw,GNAW [2706]
284,10.36,hawthorn,HAWTHORN [1168]
285,10.35,heron,HERON [758]
286,10.32,gecko,GECKO [2355]
287,10.32,rustle,RUSTLE (OF LEAVES) [2877]
288,10.3,fate,FATE [1688]
289,10.28,ringworm,RINGWORM [3171]
290,10.27,poplar,POPLAR [821]
291,10.26,louse,LOUSE [1392]
292,10.26,defect,DEFECT [1995]
293,10.25,chaff,CHAFF (HUSK) [2363]
294,10.21,eclipse,ECLIPSE [2285]
295,10.21,tragedy,TRAGEDY [2434]
296,10.21,trench,TRENCH (FOSSE) [2538]
297,10.21,suspicion,SUSPICION [3197]
298,10.21,pulse,PULSE [3267]
299,10.21,anxious,ANXIOUS [3869]
300,10.2,hiccough,HICCOUGH [162]
301,10.2,dense,DENSE [2239]
302,10.18,chameleon,CHAMELEON [1555]
303,10.16,triumph,TRIUMPH [3849]
304,10.15,seize,SEIZE [855]
305,10.14,savor,TASTE [2190]
306,10.14,marten,MARTEN [3739]
307,10.12,launder,LAUNDER (WASH CLOTHES) [2503]
308,10.11,sorrowful,SORROWFUL [145]
309,10.11,summit,SUMMIT [1614]
310,10.11,bitch,FEMALE DOG [2481]
311,10.06,skilful,DEXTEROUS [1824]
312,10.06,stutterer,STUTTERER [3367]
313,10.06,anaconda,ANACONDA (WATER BOA) [896]
314,10.05,resemble,RESEMBLE [1777]
315,10.036923,aspen,ASPEN [903]
316,10,pursue,PURSUE [1047]
317,10,staff,WALKING STICK [1296]
318,10,famine,FAMINE [199]
319,10,bronze,BRONZE [2313]
320,10,revolution,REVOLUTION [2431]
321,10,satisfy,PATERNAL AUNT (FATHER'S SISTER) [2691]
322,10,mussel,MUSSELS [2829]
323,10,translate,TRANSLATE [2906]
324,10,armband,ARMLET [3149]
325,10,artichoke,ARTICHOKE [3997]
326,10,corpse,CORPSE [767]
327,9.95,bran,BRAN [2362]
328,9.95,elevation,ELEVATION [2936]
329,9.95,desire,LONGING (WISH) [2960]
330,9.95,alcoholic,ALCOHOLIC (PERSON) [3867]
331,9.95,courtyard,COURTYARD [4]
332,9.94,spouse,SPOUSE [2514]
333,9.94,mallard,MALLARD [3610]
334,9.94,mongoose,MONGOOSE [3677]
335,9.94,acquire,ACQUIRE (SOMETHING) [3892]
336,9.9,system,SYSTEM [3957]
337,9.89,weave,WEAVE [133]
338,9.89,landscape,LANDSCAPE [2342]
339,9.89,khaki,KHAKI [3750]
340,9.86,cedar,BRAZILIAN CEDAR [3929]
341,9.84,blacksmith,BLACKSMITH [1001]
342,9.84,mute,MUTE [1666]
343,9.84,intact,INTACT [220]
344,9.84,treaty,TREATY [3169]
345,9.84,sculptor,SCULPTOR [914]
346,9.83,urine,URINE [1142]
347,9.83,boar,BOAR (MALE PIG) [1348]
348,9.83,buzzard,BUZZARD [1865]
349,9.83,reap,MOW [190]
350,9.83,lunatic,MAD PERSON [2321]
351,9.83,ladle,LADLE [2657]
352,9.83,negro,BLACK MAN [2806]
353,9.83,tailor,TAILOR [881]
354,9.82,ignite,LIGHT (IGNITE) [737]
355,9.8,merchant,MERCHANT [1082]
356,9.8,forge,FORGE [288]
357,9.8,barley,BARLEY [932]
358,9.79,boomerang,BOOMERANG [135]
359,9.79,sex,SEX (GENDER) [2562]
360,9.74,bribe,BRIBE (AMOUNT) [1163]
361,9.74,lard,FAT (FROM ANIMALS) [1282]
362,9.74,gunpowder,GUNPOWDER [1798]
363,9.74,shawl,SHAWL [2771]
364,9.74,plateau,PLATEAU [3988]
365,9.72,quail,QUAIL [1893]
366,9.72,thrust,THRUST [246]
367,9.72,depth,DEPTH [2534]
368,9.72,trauma,TRAUMA [3965]
369,9.72,reef,REEF [660]
370,9.71,vertical,VERTICAL [2375]
371,9.7,computer,COMPUTER [3086]
372,9.7,scenery,SCENERY [3963]
373,9.69,veil,VEIL [1151]
374,9.68,pheasant,PHEASANT [3060]
375,9.67,loincloth,LOINCLOTH [1965]
376,9.67,nerve,NERVE [2626]
377,9.67,offend,OFFEND [557]
378,9.67,sow,SOW SEEDS [748]
379,9.63,preserve,PRESERVE [1997]
380,9.6213,gong,GONG [2502]
381,9.62,migrate,MOVE AWAY [229]
382,9.61,sacrifice,SACRIFICE [1103]
383,9.61,suckle,"SUCKLE (BREASTFEED, NURSE) [2472]"
384,9.61,herdsman,HERDSMAN [263]
385,9.61,fringe,FRINGE [2989]
386,9.61,descendant,DESCENDANTS [490]
387,9.6,navel,NAVEL [1838]
388,9.6,machete,MACHETE [2680]
389,9.6,sunbath,SUNBATHE [3131]
390,9.58,tendon,TENDON [1137]
391,9.58,fragrant,FRAGRANT [376]
392,9.58,companion,COMPANION [3978]
393,9.58,cure,CURE [499]
394,9.58,sway,SWAY [573]
395,9.57,pimple,PIMPLE [1809]
396,9.568015,wages,WAGES [1122]
397,9.56,slaughter,SLAUGHTER [1796]
398,9.53,tasteless,TASTELESS [1771]
399,9.53,flatter,FLATTER [2709]
400,9.53,hitchhike,HITCHHIKE [3117]
401,9.53,govern,GOVERN [382]
402,9.53,detect,DETECT [3895]
403,9.53,yeast,YEAST [967]
404,9.5,maggot,LARVA [2640]
405,9.5,ignorant,BE IGNORANT [2651]
406,9.5,inflated,INFLATED [535]
407,9.48,womb,WOMB [804]
408,9.48,announce,ANNOUNCE [9]
409,9.47,depressed,DEPRESSED [3973]
410,9.45,emotional,EMOTIONAL [3761]
411,9.45,identity,IDENTITY [3960]
412,9.42,intention,INTENTION [1162]
413,9.42,widower,WIDOWER [1981]
414,9.42,sympathize,SYMPATHIZE [3903]
415,9.42,lagoon,LAGOON [623]
416,9.42,stallion,STALLION [936]
417,9.39,betray,BETRAY [1902]
418,9.39,ivory,IVORY [3800]
419,9.37,attentive,ATTENTIVE [1908]
420,9.37,theory,THEORY [2433]
421,9.37,gazelle,GAZELLE [5]
422,9.365532,gulf,GULF [608]
423,9.35,crayfish,CRAYFISH [467]
424,9.33,torso,TORSO [2667]
425,9.33,kidney,KIDNEY [489]
426,9.33,refuse,REFUSE [49]
427,9.32,unpleasant,UNPLEASANT [26]
428,9.32,port,PORT [610]
429,9.31,ewe,EWE [1345]
430,9.3,ambush,AMBUSH [65]
431,9.29,avocado,AVOCADO [3725]
432,9.28,gloomy,GLOOMY [1552]
433,9.28,bamboo,BAMBOO [1927]
434,9.28,intestine,INTESTINES [1991]
435,9.28,moisten,MOISTEN [28]
436,9.28,irrigate,IRRIGATE [3078]
437,9.28,mantis,MANTIS [3279]
438,9.28,measles,MEASLES [3389]
439,9.26,drunk,DRUNK [1463]
440,9.26,cease,CEASE [1928]
441,9.26,numb,BECOME NUMB [2216]
442,9.26,rye,RYE [23]
443,9.26,tripod,TRIPOD [2607]
444,9.26,calculate,CALCULATE [2867]
445,9.26,mold,MOLD [289]
446,9.26,effect,EFFECT [3968]
447,9.25,budge,BUDGE (ONESELF) [2861]
448,9.24,stroke,STROKE (OF PEN) [2993]
449,9.22,rabid,RABID [2203]
450,9.22,misery,MISERY [2553]
451,9.21,mourn,GRIEVE [1955]
452,9.21,lame,LAME [320]
453,9.2,imitate,IMITATE [117]
454,9.2,brawl,BRAWL (FIGHT) [2902]
455,9.19502,thus,IN THIS WAY [3413]
456,9.19,descend,GO DOWN (DESCEND) [2014]
457,9.17,election,ELECTION [240]
458,9.17,benefit,BENEFIT [2929]
459,9.17,belongings,POSSESSIONS [3860]
460,9.17,collapse,COLLAPSE [3986]
461,9.16,perch,PERCH (FISH) [2966]
462,9.16,gossip,GOSSIP [3640]
463,9.16,microscope,MICROSCOPE [4016]
464,9.14,cripple,DISABLED PERSON [3621]
465,9.11,baboon,BABOON [1197]
466,9.11,sprout,SPROUT (VERB) [2076]
467,9.11,coarse,COARSE [2151]
468,9.11,recommend,RECOMMEND [2759]
469,9.11,urge,URGE (SOMEONE) [2881]
470,9.11,relationship,RELATIONSHIP [3959]
471,9.1,accuse,ACCUSE [1814]
472,9.1,saxophone,SAXOPHONE [4024]
473,9.06,coral,CORAL ROCK [3179]
474,9.06,headdress,HEADDRESS [331]
475,9.06,elm,ELM [3317]
476,9.05,herb,HERB [2542]
477,9.05,blacken,BLACKEN [2808]
478,9.05,inherit,INHERIT [3664]
479,9.05,brass,BRASS [3743]
480,9.05,severe,SEVERE [419]
481,9.05,nipple,NIPPLE [796]
482,9.05,joint,JOINT [999]
483,9,widow,WIDOW [1756]
484,9,puma,PUMA [1891]
485,9,investigate,INVESTIGATE [2010]
486,9,emu,EMU [2817]
487,9,hire,HIRE OR RENT [3213]
488,9,alcohol,ALCOHOL (FERMENTED DRINK) [404]
489,8.98188,budgerigar,BUDGERIGAR [3720]
490,8.95,threaten,THREATEN [1192]
491,8.95,extinguish,EXTINGUISH [127]
492,8.95,whirlpool,WHIRLPOOL [1982]
493,8.95,grub,GRUB [3011]
494,8.95,pride,PRIDE [3915]
495,8.94,porpoise,PORPOISE [114]
496,8.94,current,CURRENT (STREAM) [2935]
497,8.94,shriek,SHRIEK [298]
498,8.94,trillion,TRILLION [3602]
499,8.94,tax,TAX [873]
